id,name,email,sex,age,instrument,region,introduction,level,password,chat_flag,,,,,,,,,,,,
323,宮崎 多香子,session@gmail.com323,女性,37,ギター,徳島,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,3,password,TRUE,,,,,,,,,,,,
324,安藤 由加子,session@gmail.com324,女性,38,ベース,香川,一緒にライブができるメンバーをベースを募集しています。,4,password,TRUE,,,,,,,,,,,,
325,後藤 和,session@gmail.com325,女性,18,ドラム,愛媛,ヘルプでボーカルをしてくれる男性を募集しています。初心者歓迎です！,5,password,TRUE,,,,,,,,,,,,
326,藤田 梨津子,session@gmail.com326,女性,19,ボーカル,高知,作詞した曲を演奏して頂ける方を探しています。興味のある方は、ご連絡下さい。,1,password,TRUE,,,,,,,,,,,,
327,石川 清江,session@gmail.com327,女性,20,キーボード,福岡,プロを目指しているバンドです。キーボードを取り入れたいので、プロ志向でキーボードが弾ける方、募集中！,2,password,TRUE,,,,,,,,,,,,
328,久保 沙彩,session@gmail.com328,女性,21,その他,佐賀,リードギターを募集しています。気になる方は、気軽にチャットしてください！,3,password,TRUE,,,,,,,,,,,,
329,水野 絵未,session@gmail.com329,女性,22,ギター,長崎,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,4,password,TRUE,,,,,,,,,,,,
330,石原 奈津季,session@gmail.com330,女性,23,ベース,熊本,一緒にライブができるメンバーをベースを募集しています。,5,password,TRUE,,,,,,,,,,,,
331,長谷川 友実子,session@gmail.com331,女性,24,ドラム,大分,リードギターを募集しています。気になる方は、気軽にチャットしてください！,1,password,TRUE,,,,,,,,,,,,
332,増田 夕美子,session@gmail.com332,女性,25,ボーカル,宮崎,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,2,password,TRUE,,,,,,,,,,,,
333,大野 実希子,session@gmail.com333,女性,26,キーボード,鹿児島,一緒にライブができるメンバーをベースを募集しています。,3,password,TRUE,,,,,,,,,,,,
334,遠藤 沙良,session@gmail.com334,女性,27,その他,沖縄,ヘルプでボーカルをしてくれる男性を募集しています。初心者歓迎です！,4,password,TRUE,,,,,,,,,,,,
335,宮本 結加,session@gmail.com335,女性,28,ギター,北海道,作詞した曲を演奏して頂ける方を探しています。興味のある方は、ご連絡下さい。,5,password,TRUE,,,,,,,,,,,,
336,秋山 更紗,session@gmail.com336,女性,29,ベース,青森,プロを目指しているバンドです。キーボードを取り入れたいので、プロ志向でキーボードが弾ける方、募集中！,1,password,TRUE,,,,,,,,,,,,
337,荒木 さえ,session@gmail.com337,女性,30,ドラム,岩手,リードギターを募集しています。気になる方は、気軽にチャットしてください！,2,password,TRUE,,,,,,,,,,,,
338,小川 春日,session@gmail.com338,女性,31,ボーカル,宮城,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,3,password,TRUE,,,,,,,,,,,,
339,斉藤 ナミ,session@gmail.com339,女性,32,キーボード,秋田,一緒にライブができるメンバーをベースを募集しています。,4,password,TRUE,,,,,,,,,,,,
340,大久保 裕見子,session@gmail.com340,女性,33,その他,山形,リードギターを募集しています。気になる方は、気軽にチャットしてください！,5,password,TRUE,,,,,,,,,,,,
341,岩田 悠乃,session@gmail.com341,女性,34,ギター,福島,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,1,password,TRUE,,,,,,,,,,,,
342,五十嵐 愛衣,session@gmail.com342,女性,35,ベース,茨城,一緒にライブができるメンバーをベースを募集しています。,2,password,TRUE,,,,,,,,,,,,
343,斎藤 ともか,session@gmail.com343,女性,36,ドラム,栃木,ヘルプでボーカルをしてくれる男性を募集しています。初心者歓迎です！,3,password,TRUE,,,,,,,,,,,,
344,野村 芳実,session@gmail.com344,女性,37,ボーカル,群馬,作詞した曲を演奏して頂ける方を探しています。興味のある方は、ご連絡下さい。,4,password,TRUE,,,,,,,,,,,,
345,川口 慶子,session@gmail.com345,女性,38,キーボード,埼玉,プロを目指しているバンドです。キーボードを取り入れたいので、プロ志向でキーボードが弾ける方、募集中！,5,password,TRUE,,,,,,,,,,,,
346,本田 冬子,session@gmail.com346,女性,18,その他,千葉,リードギターを募集しています。気になる方は、気軽にチャットしてください！,1,password,TRUE,,,,,,,,,,,,
347,酒井 美有,session@gmail.com347,女性,19,ギター,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,2,password,TRUE,,,,,,,,,,,,
348,内田 向日葵,session@gmail.com348,女性,20,ベース,神奈川,一緒にライブができるメンバーをベースを募集しています。,3,password,TRUE,,,,,,,,,,,,
349,久保田 詩菜,session@gmail.com349,女性,21,ドラム,新潟,リードギターを募集しています。気になる方は、気軽にチャットしてください！,4,password,TRUE,,,,,,,,,,,,
350,今井 里佐,session@gmail.com350,女性,22,ボーカル,富山,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,5,password,TRUE,,,,,,,,,,,,
351,高木 巴美,session@gmail.com351,女性,23,キーボード,石川,一緒にライブができるメンバーをベースを募集しています。,1,password,TRUE,,,,,,,,,,,,
352,小山 佳那恵,session@gmail.com352,女性,24,その他,福井,ヘルプでボーカルをしてくれる男性を募集しています。初心者歓迎です！,2,password,TRUE,,,,,,,,,,,,
353,小島 樹梨,session@gmail.com353,女性,25,ギター,山梨,作詞した曲を演奏して頂ける方を探しています。興味のある方は、ご連絡下さい。,3,password,TRUE,,,,,,,,,,,,
354,黒田 真己,session@gmail.com354,女性,26,ベース,長野,プロを目指しているバンドです。キーボードを取り入れたいので、プロ志向でキーボードが弾ける方、募集中！,4,password,TRUE,,,,,,,,,,,,
355,吉岡 瑛美,session@gmail.com355,女性,27,ドラム,岐阜,リードギターを募集しています。気になる方は、気軽にチャットしてください！,5,password,TRUE,,,,,,,,,,,,
356,古川 光美,session@gmail.com356,女性,28,ボーカル,静岡,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,1,password,TRUE,,,,,,,,,,,,
357,平田 成未,session@gmail.com357,女性,29,キーボード,愛知,一緒にライブができるメンバーをベースを募集しています。,2,password,TRUE,,,,,,,,,,,,
358,服部 みよこ,session@gmail.com358,女性,30,その他,三重,リードギターを募集しています。気になる方は、気軽にチャットしてください！,3,password,TRUE,,,,,,,,,,,,
359,辻 誓子,session@gmail.com359,女性,31,ギター,滋賀,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,4,password,TRUE,,,,,,,,,,,,
360,松岡 乃愛,session@gmail.com360,女性,32,ベース,京都,一緒にライブができるメンバーをベースを募集しています。,5,password,TRUE,,,,,,,,,,,,
361,おおた あやか,session@gmail.com361,女性,36,ドラム,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,1,password,TRUE,,,,,,,,,,,,
362,もりた りな,session@gmail.com362,女性,37,ボーカル,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,2,password,TRUE,,,,,,,,,,,,
363,かとう さやか,session@gmail.com363,女性,38,キーボード,東京,一緒にライブができるメンバーをベースを募集しています。,3,password,TRUE,,,,,,,,,,,,
364,やました みきこ,session@gmail.com364,女性,18,その他,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,4,password,TRUE,,,,,,,,,,,,
365,やの あや,session@gmail.com365,女性,19,ギター,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,5,password,TRUE,,,,,,,,,,,,
366,いちかわ ひろみ,session@gmail.com366,女性,20,ベース,東京,一緒にライブができるメンバーをベースを募集しています。,1,password,TRUE,,,,,,,,,,,,
367,おざき まり,session@gmail.com367,女性,21,ドラム,東京,ヘルプでボーカルをしてくれる男性を募集しています。初心者歓迎です！,2,password,TRUE,,,,,,,,,,,,
368,たかはし ちほ,session@gmail.com368,女性,22,ボーカル,東京,作詞した曲を演奏して頂ける方を探しています。興味のある方は、ご連絡下さい。,3,password,TRUE,,,,,,,,,,,,
369,わだ みつえ,session@gmail.com369,女性,23,キーボード,東京,プロを目指しているバンドです。キーボードを取り入れたいので、プロ志向でキーボードが弾ける方、募集中！,4,password,TRUE,,,,,,,,,,,,
370,ながい ゆか,session@gmail.com370,女性,24,その他,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,5,password,TRUE,,,,,,,,,,,,
371,はらだ あさみ,session@gmail.com371,女性,25,ギター,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,1,password,TRUE,,,,,,,,,,,,
372,なかむら えりか,session@gmail.com372,女性,26,ベース,東京,一緒にライブができるメンバーをベースを募集しています。,2,password,TRUE,,,,,,,,,,,,
373,たなか あやの,session@gmail.com373,女性,27,ドラム,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,3,password,TRUE,,,,,,,,,,,,
374,やすだ のりこ,session@gmail.com374,女性,28,ボーカル,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,4,password,TRUE,,,,,,,,,,,,
375,やまうち みつき,session@gmail.com375,女性,29,キーボード,東京,一緒にライブができるメンバーをベースを募集しています。,5,password,TRUE,,,,,,,,,,,,
376,あさの かすみ,session@gmail.com376,女性,30,その他,東京,ヘルプでボーカルをしてくれる男性を募集しています。初心者歓迎です！,1,password,TRUE,,,,,,,,,,,,
377,かたやま ちあき,session@gmail.com377,女性,31,ギター,東京,作詞した曲を演奏して頂ける方を探しています。興味のある方は、ご連絡下さい。,2,password,TRUE,,,,,,,,,,,,
378,たかだ ゆりえ,session@gmail.com378,女性,32,ベース,東京,プロを目指しているバンドです。キーボードを取り入れたいので、プロ志向でキーボードが弾ける方、募集中！,3,password,TRUE,,,,,,,,,,,,
379,なかがわ ゆか,session@gmail.com379,女性,33,ドラム,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,4,password,TRUE,,,,,,,,,,,,
380,よこやま ななみ,session@gmail.com380,女性,34,ボーカル,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,5,password,TRUE,,,,,,,,,,,,
381,いのうえ まゆ,session@gmail.com381,女性,35,キーボード,東京,一緒にライブができるメンバーをベースを募集しています。,1,password,TRUE,,,,,,,,,,,,
382,みやざき たかこ,session@gmail.com382,女性,36,その他,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,2,password,TRUE,,,,,,,,,,,,
383,あんどう ゆかこ,session@gmail.com383,女性,37,ギター,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,3,password,TRUE,,,,,,,,,,,,
384,ごとう いずみ,session@gmail.com384,女性,38,ベース,東京,一緒にライブができるメンバーをベースを募集しています。,4,password,TRUE,,,,,,,,,,,,
385,ふじた りつこ,session@gmail.com385,女性,18,ドラム,東京,ヘルプでボーカルをしてくれる男性を募集しています。初心者歓迎です！,5,password,TRUE,,,,,,,,,,,,
386,いしかわ きよえ,session@gmail.com386,女性,19,ボーカル,東京,作詞した曲を演奏して頂ける方を探しています。興味のある方は、ご連絡下さい。,1,password,TRUE,,,,,,,,,,,,
387,くぼ さあや,session@gmail.com387,女性,20,キーボード,東京,プロを目指しているバンドです。キーボードを取り入れたいので、プロ志向でキーボードが弾ける方、募集中！,2,password,TRUE,,,,,,,,,,,,
388,みずの えみ,session@gmail.com388,女性,21,その他,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,3,password,TRUE,,,,,,,,,,,,
389,いしはら なつき,session@gmail.com389,女性,22,ギター,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,4,password,TRUE,,,,,,,,,,,,
390,はせがわ ゆみこ,session@gmail.com390,女性,23,ベース,東京,一緒にライブができるメンバーをベースを募集しています。,5,password,TRUE,,,,,,,,,,,,
391,ますだ ゆみこ,session@gmail.com391,女性,24,ドラム,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,1,password,TRUE,,,,,,,,,,,,
392,おおの みきこ,session@gmail.com392,女性,25,ボーカル,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,2,password,TRUE,,,,,,,,,,,,
393,えんどう さら,session@gmail.com393,女性,26,キーボード,東京,一緒にライブができるメンバーをベースを募集しています。,3,password,TRUE,,,,,,,,,,,,
394,みやもと ゆか,session@gmail.com394,女性,27,その他,東京,ヘルプでボーカルをしてくれる男性を募集しています。初心者歓迎です！,4,password,TRUE,,,,,,,,,,,,
395,あきやま さらさ,session@gmail.com395,女性,28,ギター,東京,作詞した曲を演奏して頂ける方を探しています。興味のある方は、ご連絡下さい。,5,password,TRUE,,,,,,,,,,,,
396,あらき さえ,session@gmail.com396,女性,29,ベース,東京,プロを目指しているバンドです。キーボードを取り入れたいので、プロ志向でキーボードが弾ける方、募集中！,1,password,TRUE,,,,,,,,,,,,
397,おがわ はるひ,session@gmail.com397,女性,30,ドラム,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,2,password,TRUE,,,,,,,,,,,,
398,さいとう なみ,session@gmail.com398,女性,31,ボーカル,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,3,password,TRUE,,,,,,,,,,,,
399,おおくぼ ゆみこ,session@gmail.com399,女性,32,キーボード,東京,一緒にライブができるメンバーをベースを募集しています。,4,password,TRUE,,,,,,,,,,,,
400,いわた ゆの,session@gmail.com400,女性,33,その他,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,5,password,TRUE,,,,,,,,,,,,
401,いがらし あい,session@gmail.com401,女性,34,ギター,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,1,password,TRUE,,,,,,,,,,,,
402,さいとう ともか,session@gmail.com402,女性,35,ベース,東京,一緒にライブができるメンバーをベースを募集しています。,2,password,TRUE,,,,,,,,,,,,
403,のむら よしみ,session@gmail.com403,女性,36,ドラム,東京,ヘルプでボーカルをしてくれる男性を募集しています。初心者歓迎です！,3,password,TRUE,,,,,,,,,,,,
404,かわぐち よしこ,session@gmail.com404,女性,37,ボーカル,東京,作詞した曲を演奏して頂ける方を探しています。興味のある方は、ご連絡下さい。,4,password,TRUE,,,,,,,,,,,,
405,ほんだ ふゆこ,session@gmail.com405,女性,38,キーボード,東京,プロを目指しているバンドです。キーボードを取り入れたいので、プロ志向でキーボードが弾ける方、募集中！,5,password,TRUE,,,,,,,,,,,,
406,さかい みゆう,session@gmail.com406,女性,18,その他,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,1,password,TRUE,,,,,,,,,,,,
407,うちだ ひまわり,session@gmail.com407,女性,19,ギター,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,2,password,TRUE,,,,,,,,,,,,
408,くぼた しいな,session@gmail.com408,女性,20,ベース,東京,一緒にライブができるメンバーをベースを募集しています。,3,password,TRUE,,,,,,,,,,,,
409,いまい りさ,session@gmail.com409,女性,21,ドラム,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,4,password,TRUE,,,,,,,,,,,,
410,たかぎ ともみ,session@gmail.com410,女性,22,ボーカル,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,5,password,TRUE,,,,,,,,,,,,
411,こやま かなえ,session@gmail.com411,女性,23,キーボード,東京,一緒にライブができるメンバーをベースを募集しています。,1,password,TRUE,,,,,,,,,,,,
412,こじま じゅり,session@gmail.com412,女性,24,その他,東京,ヘルプでボーカルをしてくれる男性を募集しています。初心者歓迎です！,2,password,TRUE,,,,,,,,,,,,
413,くろだ まき,session@gmail.com413,女性,25,ギター,東京,作詞した曲を演奏して頂ける方を探しています。興味のある方は、ご連絡下さい。,3,password,TRUE,,,,,,,,,,,,
414,よしおか えいみ,session@gmail.com414,女性,26,ベース,東京,プロを目指しているバンドです。キーボードを取り入れたいので、プロ志向でキーボードが弾ける方、募集中！,4,password,TRUE,,,,,,,,,,,,
415,ふるかわ みつみ,session@gmail.com415,女性,27,ドラム,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,5,password,TRUE,,,,,,,,,,,,
416,ひらた なるみ,session@gmail.com416,女性,28,ボーカル,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,1,password,TRUE,,,,,,,,,,,,
417,はっとり みよこ,session@gmail.com417,女性,29,キーボード,東京,一緒にライブができるメンバーをベースを募集しています。,2,password,TRUE,,,,,,,,,,,,
418,つじ ちかこ,session@gmail.com418,女性,30,その他,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,3,password,TRUE,,,,,,,,,,,,
419,まつおか のあ,session@gmail.com419,女性,31,ギター,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,4,password,TRUE,,,,,,,,,,,,
420,鈴木 学,session@gmail.com420,男性,18,ドラム,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,1,password,TRUE,,,,,,,,,,,,
421,山本 徹,session@gmail.com421,男性,19,ボーカル,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,2,password,TRUE,,,,,,,,,,,,
422,松本 大輔,session@gmail.com422,男性,20,キーボード,東京,一緒にライブができるメンバーをベースを募集しています。,3,password,TRUE,,,,,,,,,,,,
423,伊藤 豊,session@gmail.com423,男性,21,その他,東京,ヘルプでボーカルをしてくれる男性を募集しています。初心者歓迎です！,4,password,TRUE,,,,,,,,,,,,
424,池田 誠,session@gmail.com424,男性,22,ギター,東京,作詞した曲を演奏して頂ける方を探しています。興味のある方は、ご連絡下さい。,5,password,TRUE,,,,,,,,,,,,
425,田中 雄一,session@gmail.com425,男性,23,ベース,東京,プロを目指しているバンドです。キーボードを取り入れたいので、プロ志向でキーボードが弾ける方、募集中！,1,password,TRUE,,,,,,,,,,,,
426,岡田 誠,session@gmail.com426,男性,24,ドラム,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,2,password,TRUE,,,,,,,,,,,,
427,加藤 直人,session@gmail.com427,男性,25,ボーカル,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,3,password,TRUE,,,,,,,,,,,,
428,高橋 陽介,session@gmail.com428,男性,26,キーボード,東京,一緒にライブができるメンバーをベースを募集しています。,4,password,TRUE,,,,,,,,,,,,
429,中村 正樹,session@gmail.com429,男性,27,その他,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,5,password,TRUE,,,,,,,,,,,,
430,林 亮,session@gmail.com430,男性,28,ギター,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,1,password,TRUE,,,,,,,,,,,,
431,吉田 崇,session@gmail.com431,男性,29,ベース,東京,一緒にライブができるメンバーをベースを募集しています。,2,password,TRUE,,,,,,,,,,,,
432,清水 拓也,session@gmail.com432,男性,30,ドラム,東京,ヘルプでボーカルをしてくれる男性を募集しています。初心者歓迎です！,3,password,TRUE,,,,,,,,,,,,
433,山田 正樹,session@gmail.com433,男性,31,ボーカル,東京,作詞した曲を演奏して頂ける方を探しています。興味のある方は、ご連絡下さい。,4,password,TRUE,,,,,,,,,,,,
434,山口 直人,session@gmail.com434,男性,32,キーボード,東京,プロを目指しているバンドです。キーボードを取り入れたいので、プロ志向でキーボードが弾ける方、募集中！,5,password,TRUE,,,,,,,,,,,,
435,村上 哲也,session@gmail.com435,男性,33,その他,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,1,password,TRUE,,,,,,,,,,,,
436,金子 直樹,session@gmail.com436,男性,34,ギター,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,2,password,TRUE,,,,,,,,,,,,
437,後藤 太郎,session@gmail.com437,男性,35,ベース,東京,一緒にライブができるメンバーをベースを募集しています。,3,password,TRUE,,,,,,,,,,,,
438,森 剛,session@gmail.com438,男性,36,ドラム,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,4,password,TRUE,,,,,,,,,,,,
439,佐々木 貴之,session@gmail.com439,男性,37,ボーカル,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,5,password,TRUE,,,,,,,,,,,,
440,渡辺 浩二,session@gmail.com440,男性,38,キーボード,東京,一緒にライブができるメンバーをベースを募集しています。,1,password,TRUE,,,,,,,,,,,,
441,田村 達也,session@gmail.com441,男性,18,その他,東京,ヘルプでボーカルをしてくれる男性を募集しています。初心者歓迎です！,2,password,TRUE,,,,,,,,,,,,
442,井上 真一,session@gmail.com442,男性,19,ギター,東京,作詞した曲を演奏して頂ける方を探しています。興味のある方は、ご連絡下さい。,3,password,TRUE,,,,,,,,,,,,
443,福田 聡,session@gmail.com443,男性,20,ベース,東京,プロを目指しているバンドです。キーボードを取り入れたいので、プロ志向でキーボードが弾ける方、募集中！,4,password,TRUE,,,,,,,,,,,,
444,木村 純,session@gmail.com444,男性,21,ドラム,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,5,password,TRUE,,,,,,,,,,,,
445,藤原 健一,session@gmail.com445,男性,22,ボーカル,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,1,password,TRUE,,,,,,,,,,,,
446,阿部 洋平,session@gmail.com446,男性,23,キーボード,東京,一緒にライブができるメンバーをベースを募集しています。,2,password,TRUE,,,,,,,,,,,,
447,青木 淳,session@gmail.com447,男性,24,その他,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,3,password,TRUE,,,,,,,,,,,,
448,小野 健太郎,session@gmail.com448,男性,25,ギター,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,4,password,TRUE,,,,,,,,,,,,
449,長谷川 和彦,session@gmail.com449,男性,26,ベース,東京,一緒にライブができるメンバーをベースを募集しています。,5,password,TRUE,,,,,,,,,,,,
450,和田 大介,session@gmail.com450,男性,27,ドラム,東京,ヘルプでボーカルをしてくれる男性を募集しています。初心者歓迎です！,1,password,TRUE,,,,,,,,,,,,
451,森田 健太,session@gmail.com451,男性,28,ボーカル,東京,作詞した曲を演奏して頂ける方を探しています。興味のある方は、ご連絡下さい。,2,password,TRUE,,,,,,,,,,,,
452,坂本 和也,session@gmail.com452,男性,29,キーボード,東京,プロを目指しているバンドです。キーボードを取り入れたいので、プロ志向でキーボードが弾ける方、募集中！,3,password,TRUE,,,,,,,,,,,,
453,山下 明,session@gmail.com453,男性,30,その他,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,4,password,TRUE,,,,,,,,,,,,
454,橋本 浩二,session@gmail.com454,男性,31,ギター,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,5,password,TRUE,,,,,,,,,,,,
455,小川 正樹,session@gmail.com455,男性,32,ベース,東京,一緒にライブができるメンバーをベースを募集しています。,1,password,TRUE,,,,,,,,,,,,
456,西村 浩,session@gmail.com456,男性,33,ドラム,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,2,password,TRUE,,,,,,,,,,,,
457,近藤 茂,session@gmail.com457,男性,34,ボーカル,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,3,password,TRUE,,,,,,,,,,,,
458,藤田 健二,session@gmail.com458,男性,35,キーボード,東京,一緒にライブができるメンバーをベースを募集しています。,4,password,TRUE,,,,,,,,,,,,
459,前田 裕介,session@gmail.com459,男性,36,その他,東京,ヘルプでボーカルをしてくれる男性を募集しています。初心者歓迎です！,5,password,TRUE,,,,,,,,,,,,
460,内田 隆,session@gmail.com460,男性,37,ギター,東京,作詞した曲を演奏して頂ける方を探しています。興味のある方は、ご連絡下さい。,1,password,TRUE,,,,,,,,,,,,
461,石井 翔,session@gmail.com461,男性,38,ベース,東京,プロを目指しているバンドです。キーボードを取り入れたいので、プロ志向でキーボードが弾ける方、募集中！,2,password,TRUE,,,,,,,,,,,,
462,齋藤 博,session@gmail.com462,男性,18,ドラム,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,3,password,TRUE,,,,,,,,,,,,
463,上田 修,session@gmail.com463,男性,19,ボーカル,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,4,password,TRUE,,,,,,,,,,,,
464,竹内 健,session@gmail.com464,男性,20,キーボード,東京,一緒にライブができるメンバーをベースを募集しています。,5,password,TRUE,,,,,,,,,,,,
465,遠藤 潤,session@gmail.com465,男性,21,その他,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,1,password,TRUE,,,,,,,,,,,,
466,中島 秀樹,session@gmail.com466,男性,22,ギター,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,2,password,TRUE,,,,,,,,,,,,
467,山崎 健,session@gmail.com467,男性,23,ベース,東京,一緒にライブができるメンバーをベースを募集しています。,3,password,TRUE,,,,,,,,,,,,
468,岡本 裕之,session@gmail.com468,男性,24,ドラム,東京,ヘルプでボーカルをしてくれる男性を募集しています。初心者歓迎です！,4,password,TRUE,,,,,,,,,,,,
469,中山 翔太,session@gmail.com469,男性,25,ボーカル,東京,作詞した曲を演奏して頂ける方を探しています。興味のある方は、ご連絡下さい。,5,password,TRUE,,,,,,,,,,,,
470,三浦 英樹,session@gmail.com470,男性,26,キーボード,東京,プロを目指しているバンドです。キーボードを取り入れたいので、プロ志向でキーボードが弾ける方、募集中！,1,password,TRUE,,,,,,,,,,,,
471,藤井 勝,session@gmail.com471,男性,27,その他,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,2,password,TRUE,,,,,,,,,,,,
472,太田 一郎,session@gmail.com472,男性,28,ギター,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,3,password,TRUE,,,,,,,,,,,,
473,斉藤 浩一,session@gmail.com473,男性,29,ベース,東京,一緒にライブができるメンバーをベースを募集しています。,4,password,TRUE,,,,,,,,,,,,
474,中川 純一,session@gmail.com474,男性,30,ドラム,東京,リードギターを募集しています。気になる方は、気軽にチャットしてください！,5,password,TRUE,,,,,,,,,,,,
475,原田 博之,session@gmail.com475,男性,31,ボーカル,東京,楽器歴1年の初心者です。初心者ドラマーを探しているバンドの方、是非メッセージください,1,password,TRUE,,,,,,,,,,,,
476,中野 健,session@gmail.com476,男性,32,キーボード,東京,一緒にライブができるメンバーをベースを募集しています。,2,password,TRUE,,,,,,,,,,,,
477,石田 卓也,session@gmail.com477,男性,33,その他,東京,ヘルプでボーカルをしてくれる男性を募集しています。初心者歓迎です！,3,password,TRUE,,,,,,,,,,,,
478,柴田 祐介,session@gmail.com478,男性,34,ギター,東京,作詞した曲を演奏して頂ける方を探しています。興味のある方は、ご連絡下さい。,4,password,TRUE,,,,,,,,,,,,
479,渡邉 敦,session@gmail.com479,男性,35,ベース,東京,プロを目指しているバンドです。キーボードを取り入れたいので、プロ志向でキーボードが弾ける方、募集中！,5,password,TRUE,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
